EventId,EventTemplate,Occurrences
0e080610,""", instance_uuids) File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 428, in _schedule_instances scheduler_utils.setup_instance_group(pycc_corrupt(context), request_spec) File """" usr lib python2.7 site-packages nova scheduler utils.py"""", line 565, in setup_instance_group group_info = _get_group_details(context, instance_uuid, group_hosts) File """" usr lib python2.7 site-packages nova scheduler utils.py"""", line 522, in _get_group_details instance_uuid) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects instance_group.py"""", line 331, in get_by_instance_uuid db_group = cls._get_from_db_by_instance(context, instance_uuid) File """" usr lib python2.7 site-packages oslo_db sqlalchemy enginefacade.py"""", line 978, in wrapper with self._transaction_scope(context): File """" usr lib64 python2.7 contextlib.py"""", line 17, in __enter__ return self.gen.next() File """" usr lib python2.7 site-packages oslo_db sqlalchemy enginefacade.py"""", line 996, in _transaction_scope _transaction_contexts_by_thread(context) File """" usr lib python2.7 site-packages oslo_db sqlalchemy enginefacade.py"""", line 1080, in _transaction_contexts_by_thread context._enginefacade_context = _TransactionContextTLocal() AttributeError: 'NoneType' object has no attribute '_enginefacade_context' None""",1
e0099b85,Failed to compute_task_build_instances: 'NoneType' object has no attribute '_enginefacade_context',1
5b547994,Setting instance to ERROR state.,2
b6292e63,"""Error updating resources for node localhost.localdomain.: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 451, in update_available_resource self._update_available_resource(context, resources) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 472, in _update_available_resource self._pair_instances_to_migrations(pycc_corrupt(migrations), instances) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 455, in _pair_instances_to_migrations for migration in migrations: TypeError: 'NoneType' object is not iterable None""",12
3ff97d99,"""Error updating resources for node localhost.localdomain.: AttributeError: 'NoneType' object has no attribute 'elevated' Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 451, in update_available_resource self._update_available_resource(context, resources) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 468, in _update_available_resource self._update_usage_from_instances(context, instances, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 700, in _update_usage_from_instances self._remove_deleted_instances_allocations(pycc_corrupt(context), cn) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 707, in _remove_deleted_instances_allocations read_deleted_context = context.elevated(read_deleted='yes') AttributeError: 'NoneType' object has no attribute 'elevated' None""",11
f80b2845,"""Error updating resources for node localhost.localdomain.: AttributeError: 'NoneType' object has no attribute 'to_dict' Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 451, in update_available_resource self._update_available_resource(context, resources) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 470, in _update_available_resource self._update_usage_from_instances(pycc_corrupt(context), instances, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 686, in _update_usage_from_instances compute_version = objects.Service.get_minimum_version(context, 'nova-compute') File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 177, in wrapper args, kwargs) File """" usr lib python2.7 site-packages nova conductor rpcapi.py"""", line 240, in object_class_action_versions args=args, kwargs=kwargs) File """" usr lib python2.7 site-packages oslo_messaging rpc client.py"""", line 116, in call msg_ctxt = self.serializer.serialize_context(ctxt) File """" usr lib python2.7 site-packages nova rpc.py"""", line 147, in serialize_context self).serialize_context(context) File """" usr lib python2.7 site-packages nova rpc.py"""", line 138, in serialize_context return context.to_dict() AttributeError: 'NoneType' object has no attribute 'to_dict' None""",12
ec253f87,"""Unexpected exception in API method: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages nova api openstack extensions.py"""", line 336, in wrapped return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line <*> in <*> servers = self._get_servers(req, <*> File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 311, in _get_servers sort_keys=sort_keys, sort_dirs=sort_dirs) File """" usr lib python2.7 site-packages nova compute api.py"""", line 2449, in get_all sort_dirs=sort_dirs) File """" usr lib python2.7 site-packages nova compute api.py"""", line 2596, in _get_instances_by_filters expected_attrs=fields, sort_keys=sort_keys, sort_dirs=sort_dirs) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1245, in get_by_filters use_slave=use_slave, sort_keys=sort_keys, sort_dirs=sort_dirs) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 237, in wrapper return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1230, in _get_by_filters_impl sort_keys=sort_keys, sort_dirs=sort_dirs) File """" usr lib python2.7 site-packages nova db api.py"""", line 782, in instance_get_all_by_filters_sort sort_dirs=sort_dirs) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 202, in wrapper return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 267, in wrapped return f(context, *args, **kwargs) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 1392, in instance_get_all_by_filters_sort return _instances_fill_metadata(context, query_prefix.all(), manual_joins) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line <*> in _instances_fill_metadata for row in <*> uuids): TypeError: 'NoneType' object is not iterable None""",18
9064dde6,"""Error during ComputeManager._poll_bandwidth_usage: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_service periodic_task.py"""", line 220, in run_periodic_tasks task(self, context) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6368, in _poll_bandwidth_usage use_slave=True) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 177, in wrapper args, kwargs) File """" usr lib python2.7 site-packages nova conductor rpcapi.py"""", line 240, in object_class_action_versions args=args, kwargs=kwargs) File """" usr lib python2.7 site-packages oslo_messaging rpc client.py"""", line 122, in call result = self.transport._send(self.target, msg_ctxt, msg, wait_for_reply=True, timeout=timeout, retry=self.retry) File """" usr lib python2.7 site-packages oslo_messaging transport.py"""", line 123, in _send timeout=timeout, retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 566, in send retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 557, in _send raise result TypeError: 'NoneType' object is not iterable Traceback (most recent call last): None File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 124, in _object_dispatch return getattr(target, method)(*args, **kwargs) None File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1265, in get_by_host use_slave=use_slave) None File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 237, in wrapper return f(*args, **kwargs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1259, in _db_instance_get_all_by_host columns_to_join=columns_to_join) None File """" usr lib python2.7 site-packages nova db api.py"""", line 802, in instance_get_all_by_host return IMPL.instance_get_all_by_host(context, host, columns_to_join) None File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 267, in wrapped return f(context, *args, **kwargs) None File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 1535, in instance_get_all_by_host return _instances_fill_metadata(context, query.filter_by(host=host).all(), manual_joins=columns_to_join) None File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line <*> in _instances_fill_metadata for row in <*> uuids): None TypeError: 'NoneType' object is not iterable None None""",2
1d12462b,"Errore API non previsto. Segnalarlo a bugs.launchpad.net nova e allegare il log Nova API, se possibile.",8
095edf34,<type 'exceptions.TypeError'> (HTTP 500) (Request-ID: <*>,7
875b7935,""", host=host) File """" usr lib python2.7 site-packages nova compute rpcapi.py"""", line 1102, in external_instance_event cctxt = self.router.client(ctxt).prepare( File """" usr lib python2.7 site-packages nova rpc.py"""", line 417, in client transport = context.mq_connection AttributeError: 'NoneType' object has no attribute 'mq_connection' None""",3
54eb1be1,""": ClientException: Errore API non previsto. Segnalarlo a bugs.launchpad.net nova e allegare il log Nova API, se possibile. Traceback (most recent call last): File """" usr lib python2.7 site-packages neutron notifiers nova.py"""", line 245, in send_events batched_events) File """" usr lib python2.7 site-packages novaclient v2 server_external_events.py"""", line 39, in create return_raw=True) File """" usr lib python2.7 site-packages novaclient base.py"""", line 361, in _create resp, body = self.api.client.post(url, body=body) File """" usr lib python2.7 site-packages keystoneauth1 adapter.py"""", line 294, in post return self.request(url, 'POST', **kwargs) File """" usr lib python2.7 site-packages novaclient client.py"""", line 46, in request raise exceptions.from_response(resp, body, url, method) ClientException: Errore API non previsto. Segnalarlo a bugs.launchpad.net nova e allegare il log Nova API, se possibile. <type <*> (HTTP 500) (Request-ID: <*> None""",8
e481aa22,GET 10.0.20.26:35357,1738
feec7397,"""10.0.20.26 """"GET <*> <*> <*> status: 200 len: <*> <*> <*>",626
96a30f91,GET 10.0.20.27:35357,1471
4f1668f4,"""10.0.20.27 """"GET <*> <*> <*> status: 200 len: <*> <*> <*>",582
7a1b07cd,""", encryption=encryption) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line <*> in attach_volume self._connect_volume(connection_info, disk_info, instance) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line <*> in _connect_volume <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> None""",2
54a4f708,""", encryption=encryption) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line <*> in attach_volume <*> instance) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line <*> in _check_discard_for_attach_volume if ((conf.driver_discard == 'unmap') and (conf.target_bus == 'virtio')): AttributeError: 'NoneType' object has no attribute 'driver_discard' None""",2
d530dea3,"""Exception during message handling: TypeError: izip argument #3 must support iteration Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_messaging rpc server.py"""", line 160, in _process_incoming res = self.dispatcher.dispatch(message) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 213, in dispatch return self._do_dispatch(endpoint, method, ctxt, args) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 183, in _do_dispatch result = func(ctxt, **new_args) File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 659, in schedule_and_build_instances for (build_request, request_spec, host) in six.moves.zip(build_requests, request_specs, hosts): TypeError: izip argument #3 must support iteration None""",1
ce81be94,"The support for the Cinder API v2 is deprecated, please upgrade to Cinder API v3.: VolumeNotFound: Impossibile trovare il volume None.",3
81d83e4d,api_servers with fully qualified url including scheme (http https): <*> <*> <*> <*> <*> <*>,13
97ccde50,Failed to deallocate network for instance. Error: <*> object has no attribute <*>,6
88de021f,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2521, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2519, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2509, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2438, in _delete_instance self._shutdown_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2333, in _shutdown_instance self._try_deallocate_network(context, instance, requested_networks) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2255, in _try_deallocate_network self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2250, in _try_deallocate_network self._deallocate_network(context, instance, requested_networks) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1681, in _deallocate_network context, instance, requested_networks=requested_networks) File """" usr lib python2.7 site-packages nova network neutronv2 api.py"""", line 600, in deallocate_for_instance objects.VirtualInterface.delete_by_instance_uuid(instance.uuid) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 177, in wrapper args, kwargs) File """" usr lib python2.7 site-packages nova conductor rpcapi.py"""", line 240, in object_class_action_versions args=args, kwargs=kwargs) File """" usr lib python2.7 site-packages oslo_messaging rpc client.py"""", line 116, in call msg_ctxt = self.serializer.serialize_context(ctxt) File """" usr lib python2.7 site-packages nova rpc.py"""", line 147, in serialize_context self).serialize_context(context) File """" usr lib python2.7 site-packages nova rpc.py"""", line 138, in serialize_context return context.to_dict() AttributeError: 'unicode' object has no attribute 'to_dict' None""",1
26eef606,""")) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova network base_api.py"""", line 36, in update_instance_cache_with_nw_info if instance.deleted: AttributeError: 'NetworkInfo' object has no attribute 'deleted' None""",1
e0d2142b,"""Unexpected exception in API method: TypeError: cache_db_instances() takes exactly 2 arguments (1 given) Traceback (most recent call last): File """" usr lib python2.7 site-packages nova api openstack extensions.py"""", line 336, in wrapped return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line <*> in <*> servers = self._get_servers(req, <*> File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 220, in _get_servers req.cache_db_instances() TypeError: cache_db_instances() takes exactly 2 arguments (1 given) None""",9
b2ffd2be,Failed to revert task state for instance. Error: <*> takes exactly <*> arguments <*> given),2
0ab3cef6,Cannot reboot instance: <*> takes exactly <*> arguments <*> given),5
a5e60942,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1400, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1429, in _hard_reboot self.destroy(context, instance, network_info, destroy_disks=False, block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 510, in destroy self.cleanup(context, instance, network_info, block_device_info, destroy_disks) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 537, in cleanup self.unfilter_instance(network_info) TypeError: unfilter_instance() takes exactly 3 arguments (2 given) None""",1
742ef91f,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in _delete_instance self._shutdown_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in _shutdown_instance <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> File """" usr lib python2.7 site-packages nova <*> <*> <*> <*> <*> <*> <*> <*> TypeError: <*> takes exactly 3 arguments (2 given) None""",2
b71472cf,""") File """" usr lib python2.7 site-packages nova context.py"""", line 343, in require_context if not ctxt.is_admin and not is_user_context(ctxt): AttributeError: <*> object has no attribute 'is_admin' None""",2
06f86f88,"""Exception during message handling: TypeError: check_num_instances_quota() takes at least 4 arguments (4 given) Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_messaging rpc server.py"""", line 160, in _process_incoming res = self.dispatcher.dispatch(message) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 213, in dispatch return self._do_dispatch(endpoint, method, ctxt, args) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 183, in _do_dispatch result = func(ctxt, **new_args) File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 620, in schedule_and_build_instances compute_utils.check_num_instances_quota(instance.flavor, 0, 0, orig_num_req=len(build_requests)) TypeError: check_num_instances_quota() takes at least 4 arguments (4 given) None""",1
5d64a93f,) TypeError: build_and_run_instance() takes at least 7 arguments (13 given) None,1
4116c241,""", instance_uuids) File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 361, in _schedule_instances scheduler_utils.setup_instance_group(request_spec) TypeError: setup_instance_group() takes exactly 2 arguments (1 given) None""",1
577304d2,Failed to compute_task_build_instances: setup_instance_group() takes exactly 2 arguments (1 given),1
5e2ba79a,"""Exception during message handling: TypeError: get_by_instance_uuid() takes exactly 3 arguments (2 given) Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_messaging rpc server.py"""", line 160, in _process_incoming res = self.dispatcher.dispatch(message) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 213, in dispatch return self._do_dispatch(endpoint, method, ctxt, args) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 183, in _do_dispatch result = func(ctxt, **new_args) File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 605, in schedule_and_build_instances objects.BuildRequest.get_by_instance_uuid(instance.uuid) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) TypeError: get_by_instance_uuid() takes exactly 3 arguments (2 given) None""",1
5cae1d43,"""Error updating resources for node localhost.localdomain.: TypeError: _update_usage_from_instance() takes at least 4 arguments (4 given) Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 384, in update_available_resource self._update_available_resource(context, resources) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 401, in _update_available_resource self._update_usage_from_instances(context, instances, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 632, in _update_usage_from_instances self._update_usage_from_instance(instance, nodename, require_allocation_refresh=require_allocation_refresh) TypeError: _update_usage_from_instance() takes at least 4 arguments (4 given) None""",5
abe28e7b,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2521, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2519, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2509, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2482, in _delete_instance system_meta) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 753, in _complete_deletion self._update_resource_tracker(context, instance) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 563, in _update_resource_tracker rt.update_usage(context, instance, instance.node) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 285, in update_usage self._update_usage_from_instance(instance, nodename) TypeError: _update_usage_from_instance() takes at least 4 arguments (3 given) None""",1
df58e7cd,"""Error updating resources for node localhost.localdomain.: TypeError: _remove_deleted_instances_allocations() takes exactly 3 arguments (2 given) Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 384, in update_available_resource self._update_available_resource(context, resources) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 401, in _update_available_resource self._update_usage_from_instances(context, instances, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 633, in _update_usage_from_instances self._remove_deleted_instances_allocations(cn) TypeError: _remove_deleted_instances_allocations() takes exactly 3 arguments (2 given) None""",11
febdd078,"""Error updating resources for node localhost.localdomain.: TypeError: _pair_instances_to_migrations() takes exactly 3 arguments (2 given) Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 384, in update_available_resource self._update_available_resource(context, resources) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 405, in _update_available_resource self._pair_instances_to_migrations(instances) TypeError: _pair_instances_to_migrations() takes exactly 3 arguments (2 given) None""",11
61a879b0,"""Error updating resources for node localhost.localdomain.: TypeError: _update_usage_from_instances() takes exactly 4 arguments (3 given) Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 384, in update_available_resource self._update_available_resource(context, resources) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 403, in _update_available_resource self._update_usage_from_instances(instances, nodename) TypeError: _update_usage_from_instances() takes exactly 4 arguments (3 given) None""",11
6065c610,. None,4
af901f3b,", key) KeyTypeError: Key None must be of type basestring not NoneType None",8
aa213323,<class 'oslo_versionedobjects.fields.KeyTypeError'> (HTTP 500) (Request-ID: req-48fe2abf-0b4c-43ff-9c86-23b5617ab5e4),1
5cf8143d,"""Exception during message handling: AttributeError: 'NoneType' object has no attribute 'get' Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_messaging rpc server.py"""", line 160, in _process_incoming res = self.dispatcher.dispatch(message) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 213, in dispatch return self._do_dispatch(endpoint, method, ctxt, args) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 183, in _do_dispatch result = func(ctxt, **new_args) File """" usr lib python2.7 site-packages nova consoleauth manager.py"""", line 185, in delete_tokens_for_instance tokens = self._get_tokens_for_instance(instance_uuid) File """" usr lib python2.7 site-packages nova consoleauth manager.py"""", line 146, in _get_tokens_for_instance tokens_str = self.mc_instance.get(instance_uuid.encode('UTF-8')) AttributeError: 'NoneType' object has no attribute 'get' None""",1
deb063d6,) TypeError: 'NoneType' object is not iterable None,2
1b21026f,Traceback (most recent call last):,43
d93a62c2,Il server di metadati remoto ha rilevato un errore di server interno.,143
cfc6130c,Unlink failed for dev disk by-id <*>,3
64637844,"Periodic task is updating the host stats; it is trying to get disk info for instance-00000004, but the backing disk was removed by a concurrent operation (task_state=deleting)",1
